,GDate,CodOfBuyer,CodOfSeller,Value,Valume
146941,2022-06-08,673691,008666,1113608308,138881
147081,2022-06-08,567250,265124,1476287406,310448
147302,2022-06-08,378179,578968,1830804654,350307
147558,2022-06-08,111132,144626,1879710288,205562
147559,2022-06-08,111132,726562,1959291327,285270
147814,2022-06-08,546578,213921,1804786251,305230
147826,2022-06-08,546578,144626,1479943569,227668
147952,2022-06-08,321081,140402,1370486241,181678
148038,2022-06-08,013702,144626,2891695261,375720
148166,2022-06-08,298546,144626,2613286432,285188
148274,2022-06-08,001159,490661,1623312841,266983
148453,2022-06-08,743223,726562,6316449152,658495
148762,2022-06-08,595890,393344,1886569369,340242
149050,2022-06-11,690467,763573,1679422756,224530
149054,2022-06-11,690467,722586,1548516738,244394
149060,2022-06-11,690467,622725,1673677789,320678
149089,2022-06-11,690467,819379,1580808562,261605
149102,2022-06-11,690467,453539,1875978077,301294
149448,2022-06-11,335713,756092,1219096086,171145
149467,2022-06-11,335713,471589,1235109858,154105
149477,2022-06-11,335713,220486,1218993360,159560
149494,2022-06-11,335713,144626,2145724477,345246
149496,2022-06-11,335713,453539,2402179001,351616
149503,2022-06-11,335713,726562,1594290253,302646
149514,2022-06-11,335713,001159,7106280943,856879
149948,2022-06-11,768402,266863,1696856529,296615
150219,2022-06-11,411430,144626,2526216027,305877
150292,2022-06-11,743223,763573,1940222812,269787
150305,2022-06-11,743223,468502,1241723690,197134
150320,2022-06-11,743223,135743,1826696624,280903
150572,2022-06-11,154593,144626,2501372393,318173
150834,2022-06-12,690467,763573,3092361362,407985
150845,2022-06-12,690467,523747,1943245426,210260
150852,2022-06-12,690467,367391,2940159210,386265
150868,2022-06-12,690467,739816,1736317505,187124
150871,2022-06-12,690467,783778,1318063727,279728
150873,2022-06-12,690467,393344,1832899045,192505
150898,2022-06-12,690467,447360,4917142081,545662
150921,2022-06-12,683328,539541,9569363835,1114840
151426,2022-06-12,111132,897187,3545831899,375691
151444,2022-06-12,111132,204551,1318534055,237355
151445,2022-06-12,111132,001159,1301142060,205039
151496,2022-06-12,563293,523747,1561669058,296733
151613,2022-06-12,783778,897187,3113296890,375858
151614,2022-06-12,783778,266863,1089736846,199794
151679,2022-06-12,393344,320426,4042542310,531231
151687,2022-06-12,393344,225654,1382780326,231780
151694,2022-06-12,393344,198531,1788185764,316641
151960,2022-06-12,493762,001159,1874830938,267156
151961,2022-06-12,493762,088703,1308071976,289661
151989,2022-06-12,014742,320426,4844327642,508354
151997,2022-06-12,140402,897187,1591540453,291733
152471,2022-06-12,595890,471589,3618676360,473002
152472,2022-06-12,595890,320426,1942351259,376096
152475,2022-06-12,595890,194244,1569654130,195013
152478,2022-06-12,595890,266863,2554578586,429252
152482,2022-06-12,595890,225654,3597003527,437931
152491,2022-06-12,595890,198531,1936904928,260278
153033,2022-06-13,477752,393344,1255602069,228871
153118,2022-06-13,399023,756357,2459836832,359147
153223,2022-06-13,335713,904740,2015901258,345354
153224,2022-06-13,335713,831580,1434090884,304574
153226,2022-06-13,335713,403124,3181682904,387101
153227,2022-06-13,335713,369696,1708226432,201161
153228,2022-06-13,335713,346353,1977843226,202181
153231,2022-06-13,335713,779969,6544308270,841314
153234,2022-06-13,335713,689068,5925843275,632934
153239,2022-06-13,335713,642759,4777153217,543745
153532,2022-06-13,829769,711389,1496717550,219307
153613,2022-06-13,475218,346353,1700905308,339463
153666,2022-06-13,783778,194652,1097787535,248479
153754,2022-06-13,393344,346353,2146248888,239073
153815,2022-06-13,369809,673482,1950181936,303662
154022,2022-06-13,422008,618739,1389966007,165409
154126,2022-06-13,913612,518429,1136668156,151507
154150,2022-06-13,913612,393344,1513589233,295860
154154,2022-06-13,913612,255764,1206631257,153277
154296,2022-06-13,012074,214588,1972815971,271353
154299,2022-06-13,012074,265124,1240646594,286926
154402,2022-06-13,730250,673482,1764703584,248344
154420,2022-06-13,743223,454090,1471952732,254162
154444,2022-06-13,743223,660142,1932779931,323163
154449,2022-06-13,743223,357336,3017876026,365390
154534,2022-06-13,490661,265124,1821813281,364278
154576,2022-06-13,738462,758706,2301862603,351937
154589,2022-06-13,738462,983903,1266349265,167676
154601,2022-06-13,738462,645035,1084005953,199341
154740,2022-06-13,707963,346353,1909137946,318308
154745,2022-06-13,707963,266863,1105465042,273089
154864,2022-06-13,438470,393344,1530948265,320511
154899,2022-06-13,595890,346353,1826844828,296122
155147,2022-06-14,771969,615402,1672531179,282792
155148,2022-06-14,771969,133237,1437510204,288382
155926,2022-06-14,397618,615402,1926067406,224297
156191,2022-06-14,106094,945713,1492311426,238860
156251,2022-06-14,352268,399023,1583038448,337269
156529,2022-06-14,642759,285333,1983812326,380835
156653,2022-06-14,691394,800677,1878950422,264426
156661,2022-06-14,691394,399023,2077281736,230241
156731,2022-06-14,163376,945713,1394728433,188984
156740,2022-06-14,163376,213255,1949560862,278242
156742,2022-06-14,163376,763381,1910909783,235910
156833,2022-06-14,782768,344740,1204822488,233083
156970,2022-06-14,595890,285333,1968817258,338832
157029,2022-06-14,972508,763381,1293310874,242582
157346,2022-06-15,602940,996725,1643119935,331072
157398,2022-06-15,541794,433402,1142096970,182422
157548,2022-06-15,301196,433402,1713254080,347945
158170,2022-06-15,493762,744489,1388634785,259193
158781,2022-06-15,154593,858550,1472955433,281006
158831,2022-06-18,918849,906846,1536935476,327668
160035,2022-06-18,493762,582894,1863751733,220452
160036,2022-06-18,493762,479642,1230616875,230585
160041,2022-06-18,493762,198046,1952860050,363439
160308,2022-06-18,163376,482029,1287584914,277460
160652,2022-06-18,171243,700221,1421979395,209705
160873,2022-06-19,691118,352268,1831606901,200964
160925,2022-06-19,615402,487513,1784286239,313547
160953,2022-06-19,615402,352268,1824817335,293720
160956,2022-06-19,615402,014598,1981862531,322485
161189,2022-06-19,378908,352268,3374767277,435904
161241,2022-06-19,301196,352268,2436288400,298874
161385,2022-06-19,905988,524641,1862660712,272703
161461,2022-06-19,969810,352268,1599055074,284177
161515,2022-06-19,171093,468502,1272032488,210797
161528,2022-06-19,419085,352268,1682461412,242448
161995,2022-06-19,595890,352268,1829889606,338749
162075,2022-06-19,154593,124894,1211037534,135210
162084,2022-06-19,154593,352268,3387614995,416507
162117,2022-06-20,921345,831704,1857819327,276547
162244,2022-06-20,866993,301196,1815153321,230882
162371,2022-06-20,823106,378440,1909469498,211469
162438,2022-06-20,819416,348834,1463990678,173742
162440,2022-06-20,819416,227762,1584477106,208010
162563,2022-06-20,778247,404591,1590084036,278937
162650,2022-06-20,748781,888952,1972965982,259295
162653,2022-06-20,748781,595890,1955042010,234687
162656,2022-06-20,747940,928500,1396119727,197427
162794,2022-06-20,697414,903163,1907034553,332810
162836,2022-06-20,690467,527716,1107254675,245768
162847,2022-06-20,690467,191582,1282319890,159341
162856,2022-06-20,690467,212780,7749624060,847784
162878,2022-06-20,690467,163376,11866143877,1249807
162884,2022-06-20,690467,404591,8710116048,903999
163005,2022-06-20,651861,300853,2513791486,406709
163061,2022-06-20,645487,819379,1432816103,201452
163224,2022-06-20,600280,404591,1664460622,178079
163259,2022-06-20,596658,782768,1552066770,167841
163309,2022-06-20,585291,771969,1133654227,219399
163428,2022-06-20,551458,819379,5032412311,651899
163461,2022-06-20,539047,404591,1988020441,359112
163466,2022-06-20,537266,819379,1379246524,239675
163542,2022-06-20,518429,819379,1343107058,142417
163753,2022-06-20,456276,212780,2047332298,319646
164070,2022-06-20,339384,595890,1398491410,272430
164218,2022-06-20,275382,595890,1900675544,261214
164295,2022-06-20,246435,903163,1881241508,306300
164336,2022-06-20,239021,404591,1576414119,323025
164374,2022-06-20,224235,404591,1395396931,246051
164579,2022-06-20,158181,918849,3023600769,321502
164690,2022-06-20,130067,404591,1467421581,253699
164846,2022-06-20,905988,306288,1242283688,303999
164867,2022-06-20,829769,889003,1664245419,224924
165148,2022-06-20,232385,348834,1530766704,253249
165256,2022-06-20,306331,903163,206042339773,21274342
165277,2022-06-20,306331,378440,2881801642,427338
165295,2022-06-20,306331,429373,5971886520,627736
165307,2022-06-20,306331,660142,5441043724,669049
165308,2022-06-20,306331,827996,283348837073,29841179
165321,2022-06-20,306331,490661,1501401197,303607
165330,2022-06-20,306331,404591,1868605638,351129
165331,2022-06-20,306331,595890,3413692379,522084
165559,2022-06-20,393344,767809,1886585448,228546
165667,2022-06-20,205613,404591,1517650824,230649
165703,2022-06-20,325501,869075,1955563846,275867
165786,2022-06-20,429477,161035,1722279374,256084
165797,2022-06-20,429477,404591,4811434447,667151
165843,2022-06-20,592394,699623,1908138327,329538
166031,2022-06-20,322497,404591,1139277133,213740
166165,2022-06-20,564158,404591,1476173184,289605
166353,2022-06-20,178624,903163,29570062254,3143381
166354,2022-06-20,178624,889003,1977508780,339588
166355,2022-06-20,178624,461626,67002069078,6871527
166506,2022-06-20,756330,360621,1930401225,301849
166525,2022-06-20,827996,827996,15121568223,1758131
166628,2022-06-20,216797,903163,5621458852,744561
166629,2022-06-20,216797,827996,1888796983,272754
166665,2022-06-20,319767,595890,1125340091,242019
166866,2022-06-20,012074,819379,1776692846,359714
166983,2022-06-20,306775,404591,1090455707,185447
167104,2022-06-20,508038,158181,1380572659,223942
167177,2022-06-20,802577,903163,115684960814,12461874
167178,2022-06-20,802577,827996,158449811648,17032762
167465,2022-06-20,505609,903163,3467371321,541012
167473,2022-06-20,505609,216797,2661708096,363161
167595,2022-06-20,889782,903163,1903000041,199362
167619,2022-06-20,928500,827996,3767680661,476866
167684,2022-06-20,127073,819379,1340018717,273342
167944,2022-06-20,017927,903163,1907526841,295923
167945,2022-06-20,017927,404591,1983969852,361543
168012,2022-06-20,101175,055220,1087559496,201263
168188,2022-06-20,462683,660142,1539013605,322730
168208,2022-06-20,462683,404591,1763650997,228886
168240,2022-06-20,564263,452575,2763779523,298548
168250,2022-06-20,564263,013702,2059377076,266027
168251,2022-06-20,564263,055220,2852611777,460976
168308,2022-06-20,678595,140402,1764493435,216392
168349,2022-06-20,886224,827996,1461699393,277872
168461,2022-06-20,095043,627244,1199668603,284751
168462,2022-06-20,095043,300853,1095104920,263749
168716,2022-06-21,775569,539047,1897301906,331007
168725,2022-06-21,775569,563293,1403399963,287198
168726,2022-06-21,775569,324632,1991069447,305110
168750,2022-06-21,772841,014598,1993252943,259577
168873,2022-06-21,722456,563293,3593592262,435166
168877,2022-06-21,722456,441941,2108571208,362439
169305,2022-06-21,476516,563293,1244464333,218738
169315,2022-06-21,476516,421332,2131143096,365797
169785,2022-06-21,163943,095043,1098073173,176411
170017,2022-06-21,429373,441941,3706606097,425392
170172,2022-06-21,114538,782573,1135367552,193099
170365,2022-06-21,142618,017927,1165859673,273957
170742,2022-06-21,532648,747940,1128519712,188512
170890,2022-06-21,500159,661102,1816135143,300311
170965,2022-06-21,743223,421332,1159328945,156172
170966,2022-06-21,743223,441941,3040923608,452377
171336,2022-06-21,404591,720861,1143892008,206556
171340,2022-06-21,404591,985988,3761332594,515869
171433,2022-06-21,564263,913612,1486835074,155473
171440,2022-06-21,564263,441941,1179057871,249528
171767,2022-06-22,720861,782573,2432516438,275762
171813,2022-06-22,720861,360621,1974669840,364147
171816,2022-06-22,720861,320426,3605077683,456503
171821,2022-06-22,720861,298361,1304072720,306224
171839,2022-06-22,720861,117083,2101027957,273573
172246,2022-06-22,443334,615402,1407838662,277392
172249,2022-06-22,443334,320426,1148008341,179063
172621,2022-06-22,554063,470728,1268198265,154159
172792,2022-06-22,393344,615402,1093759416,270624
173124,2022-06-22,657802,320426,1949348755,346519
173128,2022-06-22,657802,173504,1733463944,197617
173129,2022-06-22,657802,500159,1504323946,206812
173520,2022-06-22,524739,320426,1432840351,170742
173670,2022-06-22,404591,755975,1416576943,324783
173674,2022-06-22,404591,615402,4789266691,569587
173684,2022-06-22,404591,320426,3037541961,326656
173693,2022-06-22,404591,829769,2878393545,353794
173695,2022-06-22,404591,596211,1314978776,151365
173713,2022-06-22,404591,650880,1224359567,294243
174057,2022-06-25,615402,563293,1741401983,289998
174699,2022-06-25,957941,319274,1442388047,201569
175127,2022-06-25,525250,421332,2860761825,428947
175356,2022-06-25,575738,657802,1857997397,263752
175508,2022-06-26,870745,829197,1856722804,291456
175521,2022-06-26,863859,829197,1146436131,228366
175555,2022-06-26,832380,829197,1805530133,280746
175622,2022-06-26,782573,972201,1713977198,303306
175664,2022-06-26,744869,829197,2683875988,405574
175677,2022-06-26,744869,232385,1751536853,292473
175685,2022-06-26,744869,985988,1537830073,200213
176000,2022-06-26,585554,856470,3372772177,429142
176001,2022-06-26,585554,829197,2789101808,329125
176226,2022-06-26,446277,829197,1827385591,308478
176325,2022-06-26,371284,829197,1273319771,243318
176346,2022-06-26,360621,856470,4855190702,547020
176348,2022-06-26,360621,829197,1107634815,133088
176448,2022-06-26,301196,829197,3770696272,464247
176449,2022-06-26,301196,747940,1137297571,148233
176466,2022-06-26,301196,139575,1560234904,337661
176496,2022-06-26,300954,829197,4589120853,568810
176665,2022-06-26,203608,829197,5005207912,573285
176699,2022-06-26,191582,829197,18203276128,2173764
176944,2022-06-26,397618,972201,2738903014,344888
177002,2022-06-26,475218,856470,1826443978,304816
177223,2022-06-26,546578,829197,1875627095,291685
177249,2022-06-26,667035,829197,3460309196,507601
177298,2022-06-26,934826,829197,4776472807,534710
177351,2022-06-26,161035,856470,4057881450,526666
177483,2022-06-26,055220,856470,1818812019,246123
177484,2022-06-26,055220,829197,4551279640,522601
177530,2022-06-26,335751,829197,1809541606,271616
177575,2022-06-26,493762,856470,4582364185,506226
177576,2022-06-26,493762,829197,10008494656,1218653
177606,2022-06-26,660142,829197,1646509782,233181
177664,2022-06-26,947308,829197,2004721241,262588
177721,2022-06-26,301040,856470,2892393440,416327
177797,2022-06-26,515690,829197,7889034350,983253
177809,2022-06-26,532648,856470,4583888891,555120
177931,2022-06-26,110291,864636,1817306636,196422
177947,2022-06-26,192395,829197,2821986957,350545
177990,2022-06-26,447360,829197,1496477912,214631
178015,2022-06-26,525250,699833,6395718582,818048
178022,2022-06-26,525250,072059,1342470043,276234
178024,2022-06-26,525250,895384,1222791106,231013
178027,2022-06-26,525250,570463,2953181055,335473
178083,2022-06-26,787534,829197,1824383919,327611
178109,2022-06-26,932899,829197,4931361618,548139
178238,2022-06-26,524739,856470,1832301637,210586
178252,2022-06-26,524739,193183,1946281754,259990
178442,2022-06-26,874987,856470,1908205819,366350
178559,2022-06-26,404591,856470,13287087570,1592272
178560,2022-06-26,404591,829197,4242196666,530371
178569,2022-06-26,404591,913191,1215660955,198729
178573,2022-06-26,404591,972201,3535621734,384086
178692,2022-06-26,154593,829197,7912104657,921838
178856,2022-06-27,810929,829197,1310794295,166061
178918,2022-06-27,758706,829197,1260788221,314798
179026,2022-06-27,717266,748781,1258500696,290643
179034,2022-06-27,717266,913612,1548269074,324058
179139,2022-06-27,632085,913612,1316418376,242883
179719,2022-06-27,193130,611015,1989842016,396693
179725,2022-06-27,193130,913612,1842922501,308930
180045,2022-06-27,121386,474886,1250906499,176068
180112,2022-06-27,689068,829197,1741224867,321356
180368,2022-06-27,387497,913612,1661151726,218010
180463,2022-06-27,369501,611015,2426116323,320258
180469,2022-06-27,369501,663890,1294107000,204256
180485,2022-06-27,493762,829197,1813504950,331061
180776,2022-06-27,070384,611015,1284225516,308231
180809,2022-06-27,349330,419085,1854306693,312694
180821,2022-06-27,473405,829197,6035494429,758692
